AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.2|0.3|0.2|Benign/Borderline|91|41477470|Male|Tumors of Cranial and Spinal Nerves|2018|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|41477470|Male|Tumors of Cranial and Spinal Nerves|2018|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|91|41328224|Male|Tumors of Cranial and Spinal Nerves|2019|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|41328224|Male|Tumors of Cranial and Spinal Nerves|2019|~|~|~
0-19|0.5|0.6|0.6|Benign/Borderline|234|41889233|Male|Tumors of Neuroepthelial Tissue|2004|0.5|0.6|0.6
0-19|3.1|3.5|3.3|Malignant|1363|41889233|Male|Tumors of Neuroepthelial Tissue|2004|3.1|3.4|3.3
0-19|0.5|0.7|0.6|Benign/Borderline|262|42006384|Male|Tumors of Neuroepthelial Tissue|2005|0.6|0.7|0.6
0-19|2.9|3.3|3.1|Malignant|1300|42006384|Male|Tumors of Neuroepthelial Tissue|2005|2.9|3.3|3.1
0-19|0.5|0.7|0.6|Benign/Borderline|259|42158997|Male|Tumors of Neuroepthelial Tissue|2006|0.5|0.7|0.6
0-19|3.1|3.4|3.3|Malignant|1364|42158997|Male|Tumors of Neuroepthelial Tissue|2006|3.1|3.4|3.2
0-19|0.6|0.7|0.6|Benign/Borderline|272|42367071|Male|Tumors of Neuroepthelial Tissue|2007|0.6|0.7|0.6
0-19|3.1|3.4|3.3|Malignant|1378|42367071|Male|Tumors of Neuroepthelial Tissue|2007|3.1|3.4|3.3
0-19|0.6|0.7|0.7|Benign/Borderline|283|42541971|Male|Tumors of Neuroepthelial Tissue|2008|0.6|0.7|0.7
0-19|3.2|3.6|3.4|Malignant|1445|42541971|Male|Tumors of Neuroepthelial Tissue|2008|3.2|3.6|3.4
0-19|0.6|0.7|0.6|Benign/Borderline|275|42609915|Male|Tumors of Neuroepthelial Tissue|2009|0.6|0.7|0.6
0-19|3.2|3.5|3.3|Malignant|1418|42609915|Male|Tumors of Neuroepthelial Tissue|2009|3.2|3.5|3.3
0-19|0.6|0.8|0.7|Benign/Borderline|290|42550328|Male|Tumors of Neuroepthelial Tissue|2010|0.6|0.8|0.7
0-19|3.3|3.6|3.4|Malignant|1455|42550328|Male|Tumors of Neuroepthelial Tissue|2010|3.2|3.6|3.4
0-19|0.7|0.8|0.7|Benign/Borderline|313|42373156|Male|Tumors of Neuroepthelial Tissue|2011|0.7|0.8|0.7
0-19|3.3|3.7|3.5|Malignant|1468|42373156|Male|Tumors of Neuroepthelial Tissue|2011|3.3|3.6|3.5
0-19|0.7|0.9|0.8|Benign/Borderline|323|42186700|Male|Tumors of Neuroepthelial Tissue|2012|0.7|0.9|0.8
0-19|3.3|3.6|3.5|Malignant|1459|42186700|Male|Tumors of Neuroepthelial Tissue|2012|3.3|3.6|3.5
0-19|0.7|0.8|0.7|Benign/Borderline|307|42049482|Male|Tumors of Neuroepthelial Tissue|2013|0.7|0.8|0.7
0-19|3.3|3.6|3.4|Malignant|1446|42049482|Male|Tumors of Neuroepthelial Tissue|2013|3.3|3.6|3.4
0-19|0.6|0.8|0.7|Benign/Borderline|296|41972229|Male|Tumors of Neuroepthelial Tissue|2014|0.6|0.8|0.7
0-19|3.2|3.6|3.4|Malignant|1418|41972229|Male|Tumors of Neuroepthelial Tissue|2014|3.2|3.6|3.4
0-19|0.7|0.9|0.8|Benign/Borderline|324|41955285|Male|Tumors of Neuroepthelial Tissue|2015|0.7|0.9|0.8
0-19|3.3|3.6|3.5|Malignant|1450|41955285|Male|Tumors of Neuroepthelial Tissue|2015|3.3|3.6|3.5
0-19|0.8|0.9|0.9|Benign/Borderline|1816|207542387|Male|Tumors of Neuroepthelial Tissue|2015-2019|0.8|0.9|0.9
0-19|3.1|3.2|3.2|Malignant|6533|207542387|Male|Tumors of Neuroepthelial Tissue|2015-2019|3.1|3.2|3.1
0-19|0.8|1.0|0.9|Benign/Borderline|361|41970804|Male|Tumors of Neuroepthelial Tissue|2016|0.8|1.0|0.9
0-19|3.2|3.5|3.3|Malignant|1404|41970804|Male|Tumors of Neuroepthelial Tissue|2016|3.2|3.5|3.3
0-19|0.7|0.9|0.8|Benign/Borderline|345|41947609|Male|Tumors of Neuroepthelial Tissue|2017|0.7|0.9|0.8
0-19|3.4|3.7|3.6|Malignant|1491|41947609|Male|Tumors of Neuroepthelial Tissue|2017|3.4|3.7|3.6
0-19|0.9|1.1|1.0|Benign/Borderline|411|41477470|Male|Tumors of Neuroepthelial Tissue|2018|0.9|1.1|1.0
0-19|2.6|3.0|2.8|Malignant|1160|41477470|Male|Tumors of Neuroepthelial Tissue|2018|2.6|3.0|2.8
0-19|0.8|1.0|0.9|Benign/Borderline|383|41328224|Male|Tumors of Neuroepthelial Tissue|2019|0.8|1.0|0.9
0-19|2.4|2.7|2.6|Malignant|1067|41328224|Male|Tumors of Neuroepthelial Tissue|2019|2.4|2.7|2.6
0-19|0.3|0.5|0.4|Benign/Borderline|170|41889233|Male|Tumors of Sellar Region|2004|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|41889233|Male|Tumors of Sellar Region|2004|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|218|42006384|Male|Tumors of Sellar Region|2005|0.5|0.6|0.5
0-19|~|~|~|Malignant|~|42006384|Male|Tumors of Sellar Region|2005|~|~|~
0-19|0.4|0.5|0.4|Benign/Borderline|178|42158997|Male|Tumors of Sellar Region|2006|0.4|0.5|0.4
0-19|~|~|~|Malignant|~|42158997|Male|Tumors of Sellar Region|2006|~|~|~
0-19|0.4|0.5|0.5|Benign/Borderline|203|42367071|Male|Tumors of Sellar Region|2007|0.4|0.5|0.5
0-19|~|~|~|Malignant|~|42367071|Male|Tumors of Sellar Region|2007|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|232|42541971|Male|Tumors of Sellar Region|2008|0.5|0.6|0.5
0-19|~|~|~|Malignant|~|42541971|Male|Tumors of Sellar Region|2008|~|~|~
0-19|0.5|0.6|0.6|Benign/Borderline|239|42609915|Male|Tumors of Sellar Region|2009|0.5|0.6|0.6
0-19|~|~|~|Malignant|~|42609915|Male|Tumors of Sellar Region|2009|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|225|42550328|Male|Tumors of Sellar Region|2010|0.5|0.6|0.5
0-19|~|~|~|Malignant|~|42550328|Male|Tumors of Sellar Region|2010|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|221|42373156|Male|Tumors of Sellar Region|2011|0.5|0.6|0.5
0-19|~|~|~|Malignant|~|42373156|Male|Tumors of Sellar Region|2011|~|~|~
0-19|0.5|0.7|0.6|Benign/Borderline|256|42186700|Male|Tumors of Sellar Region|2012|0.5|0.7|0.6
0-19|~|~|~|Malignant|~|42186700|Male|Tumors of Sellar Region|2012|~|~|~
0-19|0.6|0.7|0.6|Benign/Borderline|270|42049482|Male|Tumors of Sellar Region|2013|0.6|0.7|0.6
0-19|~|~|~|Malignant|~|42049482|Male|Tumors of Sellar Region|2013|~|~|~
0-19|0.6|0.8|0.7|Benign/Borderline|304|41972229|Male|Tumors of Sellar Region|2014|0.6|0.8|0.7
0-19|~|~|~|Malignant|~|41972229|Male|Tumors of Sellar Region|2014|~|~|~
0-19|0.6|0.7|0.6|Benign/Borderline|263|41955285|Male|Tumors of Sellar Region|2015|0.6|0.7|0.6
0-19|~|~|~|Malignant|~|41955285|Male|Tumors of Sellar Region|2015|~|~|~
0-19|0.6|0.7|0.7|Benign/Borderline|1395|207542387|Male|Tumors of Sellar Region|2015-2019|0.6|0.7|0.7
0-19|~|~|~|Malignant|~|207542387|Male|Tumors of Sellar Region|2015-2019|~|~|~
0-19|0.6|0.7|0.7|Benign/Borderline|276|41970804|Male|Tumors of Sellar Region|2016|0.6|0.7|0.7
0-19|~|~|~|Malignant|~|41970804|Male|Tumors of Sellar Region|2016|~|~|~
0-19|0.7|0.9|0.8|Benign/Borderline|328|41947609|Male|Tumors of Sellar Region|2017|0.7|0.9|0.8
0-19|~|~|~|Malignant|~|41947609|Male|Tumors of Sellar Region|2017|~|~|~
0-19|0.6|0.8|0.7|Benign/Borderline|280|41477470|Male|Tumors of Sellar Region|2018|0.6|0.8|0.7
0-19|~|~|~|Malignant|~|41477470|Male|Tumors of Sellar Region|2018|~|~|~
0-19|0.5|0.7|0.6|Benign/Borderline|254|41328224|Male|Tumors of Sellar Region|2019|0.5|0.7|0.6
0-19|~|~|~|Malignant|~|41328224|Male|Tumors of Sellar Region|2019|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|77|41889233|Male|Tumors of the Meninges|2004|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|41889233|Male|Tumors of the Meninges|2004|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|87|42006384|Male|Tumors of the Meninges|2005|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42006384|Male|Tumors of the Meninges|2005|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|86|42158997|Male|Tumors of the Meninges|2006|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42158997|Male|Tumors of the Meninges|2006|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|84|42367071|Male|Tumors of the Meninges|2007|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|42367071|Male|Tumors of the Meninges|2007|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|89|42541971|Male|Tumors of the Meninges|2008|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42541971|Male|Tumors of the Meninges|2008|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|97|42609915|Male|Tumors of the Meninges|2009|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42609915|Male|Tumors of the Meninges|2009|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|93|42550328|Male|Tumors of the Meninges|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42550328|Male|Tumors of the Meninges|2010|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|128|42373156|Male|Tumors of the Meninges|2011|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42373156|Male|Tumors of the Meninges|2011|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|132|42186700|Male|Tumors of the Meninges|2012|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42186700|Male|Tumors of the Meninges|2012|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|111|42049482|Male|Tumors of the Meninges|2013|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|42049482|Male|Tumors of the Meninges|2013|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|114|41972229|Male|Tumors of the Meninges|2014|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|41972229|Male|Tumors of the Meninges|2014|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|124|41955285|Male|Tumors of the Meninges|2015|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|41955285|Male|Tumors of the Meninges|2015|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|600|207542387|Male|Tumors of the Meninges|2015-2019|0.3|0.3|0.3
0-19|0.0|0.0|0.0|Malignant|48|207542387|Male|Tumors of the Meninges|2015-2019|0.0|0.0|0.0
0-19|0.2|0.3|0.3|Benign/Borderline|113|41970804|Male|Tumors of the Meninges|2016|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|41970804|Male|Tumors of the Meninges|2016|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|128|41947609|Male|Tumors of the Meninges|2017|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|41947609|Male|Tumors of the Meninges|2017|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|142|41477470|Male|Tumors of the Meninges|2018|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|41477470|Male|Tumors of the Meninges|2018|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|94|41328224|Male|Tumors of the Meninges|2019|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|41328224|Male|Tumors of the Meninges|2019|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|63|41889233|Male|Unclassified Tumors|2004|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|16|41889233|Male|Unclassified Tumors|2004|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|77|42006384|Male|Unclassified Tumors|2005|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|19|42006384|Male|Unclassified Tumors|2005|0.0|0.1|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|91|42158997|Male|Unclassified Tumors|2006|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Malignant|24|42158997|Male|Unclassified Tumors|2006|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|118|42367071|Male|Unclassified Tumors|2007|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|26|42367071|Male|Unclassified Tumors|2007|0.0|0.1|0.1
0-19|0.2|0.3|0.2|Benign/Borderline|98|42541971|Male|Unclassified Tumors|2008|0.2|0.3|0.2
0-19|0.0|0.1|0.0|Malignant|+|42541971|Male|Unclassified Tumors|2008|0.0|0.1|0.0
0-19|0.3|0.4|0.4|Benign/Borderline|153|42609915|Male|Unclassified Tumors|2009|0.3|0.4|0.4
0-19|0.0|0.1|0.1|Malignant|22|42609915|Male|Unclassified Tumors|2009|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|138|42550328|Male|Unclassified Tumors|2010|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|+|42550328|Male|Unclassified Tumors|2010|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|143|42373156|Male|Unclassified Tumors|2011|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|16|42373156|Male|Unclassified Tumors|2011|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|128|42186700|Male|Unclassified Tumors|2012|0.3|0.4|0.3
0-19|0.1|0.1|0.1|Malignant|32|42186700|Male|Unclassified Tumors|2012|0.1|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|128|42049482|Male|Unclassified Tumors|2013|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|19|42049482|Male|Unclassified Tumors|2013|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|130|41972229|Male|Unclassified Tumors|2014|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|26|41972229|Male|Unclassified Tumors|2014|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|120|41955285|Male|Unclassified Tumors|2015|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|22|41955285|Male|Unclassified Tumors|2015|0.0|0.1|0.1
0-19|0.3|0.3|0.3|Benign/Borderline|616|207542387|Male|Unclassified Tumors|2015-2019|0.3|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|115|207542387|Male|Unclassified Tumors|2015-2019|0.0|0.1|0.1
0-19|0.3|0.4|0.4|Benign/Borderline|151|41970804|Male|Unclassified Tumors|2016|0.3|0.4|0.4
0-19|0.0|0.1|0.1|Malignant|22|41970804|Male|Unclassified Tumors|2016|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|128|41947609|Male|Unclassified Tumors|2017|0.3|0.4|0.3
0-19|0.1|0.1|0.1|Malignant|31|41947609|Male|Unclassified Tumors|2017|0.1|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|118|41477470|Male|Unclassified Tumors|2018|0.2|0.3|0.3
0-19|0.0|0.1|0.0|Malignant|19|41477470|Male|Unclassified Tumors|2018|0.0|0.1|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|100|41328224|Male|Unclassified Tumors|2019|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Malignant|25|41328224|Male|Unclassified Tumors|2019|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|33|41889233|Male|Unique astrocytoma variants|2004|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41889233|Male|Unique astrocytoma variants|2004|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|38|42006384|Male|Unique astrocytoma variants|2005|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42006384|Male|Unique astrocytoma variants|2005|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|26|42158997|Male|Unique astrocytoma variants|2006|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|18|42158997|Male|Unique astrocytoma variants|2006|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|32|42367071|Male|Unique astrocytoma variants|2007|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|23|42367071|Male|Unique astrocytoma variants|2007|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|42|42541971|Male|Unique astrocytoma variants|2008|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|+|42541971|Male|Unique astrocytoma variants|2008|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|43|42609915|Male|Unique astrocytoma variants|2009|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|24|42609915|Male|Unique astrocytoma variants|2009|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|33|42550328|Male|Unique astrocytoma variants|2010|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|+|42550328|Male|Unique astrocytoma variants|2010|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|47|42373156|Male|Unique astrocytoma variants|2011|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|28|42373156|Male|Unique astrocytoma variants|2011|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|41|42186700|Male|Unique astrocytoma variants|2012|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|26|42186700|Male|Unique astrocytoma variants|2012|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|38|42049482|Male|Unique astrocytoma variants|2013|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|26|42049482|Male|Unique astrocytoma variants|2013|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|48|41972229|Male|Unique astrocytoma variants|2014|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|26|41972229|Male|Unique astrocytoma variants|2014|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|28|41955285|Male|Unique astrocytoma variants|2015|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|26|41955285|Male|Unique astrocytoma variants|2015|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|172|207542387|Male|Unique astrocytoma variants|2015-2019|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|113|207542387|Male|Unique astrocytoma variants|2015-2019|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|37|41970804|Male|Unique astrocytoma variants|2016|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|27|41970804|Male|Unique astrocytoma variants|2016|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|33|41947609|Male|Unique astrocytoma variants|2017|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|18|41947609|Male|Unique astrocytoma variants|2017|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|42|41477470|Male|Unique astrocytoma variants|2018|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|24|41477470|Male|Unique astrocytoma variants|2018|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|32|41328224|Male|Unique astrocytoma variants|2019|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|19|41328224|Male|Unique astrocytoma variants|2019|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|All other|2004|~|~|~
0-19|~|~|~|Malignant|~|81754354|Male and Female|All other|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|All other|2005|~|~|~
0-19|~|~|~|Malignant|~|82005260|Male and Female|All other|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|All other|2006|~|~|~
0-19|~|~|~|Malignant|~|82324418|Male and Female|All other|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|All other|2007|~|~|~
0-19|~|~|~|Malignant|~|82749431|Male and Female|All other|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|All other|2008|~|~|~
0-19|~|~|~|Malignant|~|83118264|Male and Female|All other|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|All other|2009|~|~|~
0-19|~|~|~|Malignant|~|83280391|Male and Female|All other|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|83184292|Male and Female|All other|2010|~|~|~
0-19|0.0|0.0|0.0|Malignant|24|83184292|Male and Female|All other|2010|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82838469|Male and Female|All other|2011|~|~|~
0-19|~|~|~|Malignant|~|82838469|Male and Female|All other|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|82501478|Male and Female|All other|2012|~|~|~
0-19|~|~|~|Malignant|~|82501478|Male and Female|All other|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|82271238|Male and Female|All other|2013|~|~|~
0-19|~|~|~|Malignant|~|82271238|Male and Female|All other|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|82139198|Male and Female|All other|2014|~|~|~
0-19|~|~|~|Malignant|~|82139198|Male and Female|All other|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|82120410|Male and Female|All other|2015|~|~|~
0-19|0.0|0.0|0.0|Malignant|19|82120410|Male and Female|All other|2015|0.0|0.0|0.0
0-19|0.0|0.0|0.0|Benign/Borderline|138|406294186|Male and Female|All other|2015-2019|0.0|0.0|0.0
0-19|0.1|0.2|0.1|Malignant|582|406294186|Male and Female|All other|2015-2019|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|82161437|Male and Female|All other|2016|~|~|~
0-19|0.0|0.0|0.0|Malignant|19|82161437|Male and Female|All other|2016|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82114364|Male and Female|All other|2017|~|~|~
0-19|~|~|~|Malignant|~|82114364|Male and Female|All other|2017|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|46|81200720|Male and Female|All other|2018|0.0|0.1|0.1
0-19|0.3|0.3|0.3|Malignant|244|81200720|Male and Female|All other|2018|0.3|0.3|0.3
0-19|0.1|0.1|0.1|Benign/Borderline|67|80916924|Male and Female|All other|2019|0.1|0.1|0.1
0-19|0.3|0.4|0.4|Malignant|287|80916924|Male and Female|All other|2019|0.3|0.4|0.4
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Anaplastic astrocytoma|2004|~|~|~
0-19|0.1|0.1|0.1|Malignant|71|81754354|Male and Female|Anaplastic astrocytoma|2004|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Anaplastic astrocytoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|61|82005260|Male and Female|Anaplastic astrocytoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Anaplastic astrocytoma|2006|~|~|~
0-19|0.1|0.1|0.1|Malignant|67|82324418|Male and Female|Anaplastic astrocytoma|2006|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Anaplastic astrocytoma|2007|~|~|~
0-19|0.1|0.1|0.1|Malignant|87|82749431|Male and Female|Anaplastic astrocytoma|2007|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Anaplastic astrocytoma|2008|~|~|~
0-19|0.1|0.1|0.1|Malignant|76|83118264|Male and Female|Anaplastic astrocytoma|2008|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Anaplastic astrocytoma|2009|~|~|~
0-19|0.1|0.1|0.1|Malignant|70|83280391|Male and Female|Anaplastic astrocytoma|2009|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83184292|Male and Female|Anaplastic astrocytoma|2010|~|~|~
0-19|0.1|0.1|0.1|Malignant|83|83184292|Male and Female|Anaplastic astrocytoma|2010|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82838469|Male and Female|Anaplastic astrocytoma|2011|~|~|~
0-19|0.1|0.1|0.1|Malignant|73|82838469|Male and Female|Anaplastic astrocytoma|2011|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82501478|Male and Female|Anaplastic astrocytoma|2012|~|~|~
0-19|0.1|0.1|0.1|Malignant|68|82501478|Male and Female|Anaplastic astrocytoma|2012|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82271238|Male and Female|Anaplastic astrocytoma|2013|~|~|~
0-19|0.1|0.1|0.1|Malignant|96|82271238|Male and Female|Anaplastic astrocytoma|2013|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82139198|Male and Female|Anaplastic astrocytoma|2014|~|~|~
0-19|0.1|0.1|0.1|Malignant|98|82139198|Male and Female|Anaplastic astrocytoma|2014|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82120410|Male and Female|Anaplastic astrocytoma|2015|~|~|~
0-19|0.1|0.1|0.1|Malignant|79|82120410|Male and Female|Anaplastic astrocytoma|2015|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|406294186|Male and Female|Anaplastic astrocytoma|2015-2019|~|~|~
0-19|0.1|0.1|0.1|Malignant|340|406294186|Male and Female|Anaplastic astrocytoma|2015-2019|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82161437|Male and Female|Anaplastic astrocytoma|2016|~|~|~
0-19|0.1|0.1|0.1|Malignant|73|82161437|Male and Female|Anaplastic astrocytoma|2016|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82114364|Male and Female|Anaplastic astrocytoma|2017|~|~|~
0-19|0.1|0.1|0.1|Malignant|61|82114364|Male and Female|Anaplastic astrocytoma|2017|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81200720|Male and Female|Anaplastic astrocytoma|2018|~|~|~
0-19|0.1|0.1|0.1|Malignant|63|81200720|Male and Female|Anaplastic astrocytoma|2018|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|80916924|Male and Female|Anaplastic astrocytoma|2019|~|~|~
0-19|0.1|0.1|0.1|Malignant|66|80916924|Male and Female|Anaplastic astrocytoma|2019|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Malignant|~|81754354|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Anaplastic oligodendroglioma|2005|~|~|~
0-19|~|~|~|Malignant|~|82005260|Male and Female|Anaplastic oligodendroglioma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Anaplastic oligodendroglioma|2006|~|~|~
0-19|0.0|0.0|0.0|Malignant|17|82324418|Male and Female|Anaplastic oligodendroglioma|2006|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Anaplastic oligodendroglioma|2007|~|~|~
