AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
6.9|8.3|7.5|457|VIII Malignant bone tumors|61030138|0-14|All Races|Male and Female|2015|||
3.4|4.5|3.9|238|VIII(a) Osteosarcomas|61030138|0-14|All Races|Male and Female|2015|||
~|~|~|~|VIII(b) Chondrosarcomas|61030138|0-14|All Races|Male and Female|2015|||
2.3|3.1|2.7|164|VIII(c) Ewing tumor and related sarcomas of bone|61030138|0-14|All Races|Male and Female|2015|||
0.4|0.7|0.5|32|VIII(d) Other specified malignant bone tumors|61030138|0-14|All Races|Male and Female|2015|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61030138|0-14|All Races|Male and Female|2015|||
4.9|6.1|5.5|336|X Germ cell, trophoblastic tumors & neoplasms of gonads|61030138|0-14|All Races|Male and Female|2015|||
1.3|2.0|1.6|100|X(a) Intracranial & intraspinal germ cell tumors|61030138|0-14|All Races|Male and Female|2015|||
1.1|1.7|1.4|84|X(b) Malignant extracranial & extragonadal germ cell tumors|61030138|0-14|All Races|Male and Female|2015|||
1.9|2.6|2.2|136|X(c) Malignant gonadal germ cell tumors|61030138|0-14|All Races|Male and Female|2015|||
~|~|~|~|X(d) Gonadal carcinomas|61030138|0-14|All Races|Male and Female|2015|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|61030138|0-14|All Races|Male and Female|2015|||
8.8|10.4|9.6|583|XI Other malignant epithelial neoplasms and malignant melanomas|61030138|0-14|All Races|Male and Female|2015|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61030138|0-14|All Races|Male and Female|2015|||
3.0|4.0|3.5|212|XI(b) Thyroid carcinomas|61030138|0-14|All Races|Male and Female|2015|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|61030138|0-14|All Races|Male and Female|2015|||
1.7|2.5|2.1|127|XI(d) Malignant melanomas|61030138|0-14|All Races|Male and Female|2015|||
~|~|~|~|XI(e) Skin carcinomas|61030138|0-14|All Races|Male and Female|2015|||
3.2|4.2|3.7|224|XI(f) Other and unspecified carcinomas|61030138|0-14|All Races|Male and Female|2015|||
0.5|1.0|0.7|46|XII Other and unspecified malignant neoplasms|61030138|0-14|All Races|Male and Female|2015|||
0.4|0.7|0.5|32|XII(a) Other specified malignant tumors|61030138|0-14|All Races|Male and Female|2015|||
~|~|~|~|XII(b) Other unspecified malignant tumors|61030138|0-14|All Races|Male and Female|2015|||
171.5|174.4|173.0|52273|All ICCC Groups Combined|301711217|0-14|All Races|Male and Female|2015-2019|||
52.3|54.0|53.1|16089|I Leukemias, myeloproliferative & myelodysplastic diseases|301711217|0-14|All Races|Male and Female|2015-2019|||
39.6|41.1|40.3|12221|I(a) Lymphoid leukemias|301711217|0-14|All Races|Male and Female|2015-2019|||
7.5|8.1|7.8|2350|I(b) Acute myeloid leukemias|301711217|0-14|All Races|Male and Female|2015-2019|||
1.5|1.8|1.6|492|I(c) Chronic myeloproliferative diseases|301711217|0-14|All Races|Male and Female|2015-2019|||
1.2|1.5|1.3|401|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|301711217|0-14|All Races|Male and Female|2015-2019|||
1.9|2.2|2.1|625|I(e) Unspecified and other specified leukemias|301711217|0-14|All Races|Male and Female|2015-2019|||
21.6|22.7|22.2|6685|II Lymphomas and reticuloendothelial neoplasms|301711217|0-14|All Races|Male and Female|2015-2019|||
5.6|6.1|5.8|1756|II(a) Hodgkin lymphomas|301711217|0-14|All Races|Male and Female|2015-2019|||
7.4|8.0|7.7|2320|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|301711217|0-14|All Races|Male and Female|2015-2019|||
2.3|2.6|2.4|733|II(c) Burkitt lymphoma|301711217|0-14|All Races|Male and Female|2015-2019|||
5.7|6.3|6.0|1818|II(d) Miscellaneous lymphoreticular neoplasms|301711217|0-14|All Races|Male and Female|2015-2019|||
0.1|0.2|0.2|58|II(e) Unspecified lymphomas|301711217|0-14|All Races|Male and Female|2015-2019|||
32.3|33.6|33.0|9955|III CNS and misc intracranial and intraspinal neoplasms|301711217|0-14|All Races|Male and Female|2015-2019|||
2.8|3.2|3.0|894|III(a) Ependymomas and choroid plexus tumor|301711217|0-14|All Races|Male and Female|2015-2019|||
16.3|17.2|16.8|5066|III(b) Astrocytomas|301711217|0-14|All Races|Male and Female|2015-2019|||
5.9|6.5|6.2|1876|III(c) Intracranial and intraspinal embryonal tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
5.6|6.1|5.8|1761|III(d) Other gliomas|301711217|0-14|All Races|Male and Female|2015-2019|||
0.6|0.8|0.7|200|III(e) Other specified intracranial & intraspinal neoplasms|301711217|0-14|All Races|Male and Female|2015-2019|||
0.4|0.6|0.5|158|III(f) Unspecified intracranial and intraspinal neoplasms|301711217|0-14|All Races|Male and Female|2015-2019|||
11.2|11.9|11.6|3498|IV Neuroblastoma and other peripheral nervous cell tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
11.0|11.8|11.4|3450|IV(a) Neuroblastoma and ganglioneuroblastoma|301711217|0-14|All Races|Male and Female|2015-2019|||
0.1|0.2|0.2|48|IV(b) Other peripheral nervous cell tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
10.7|11.5|11.1|3356|IX Soft tissue and other extraosseous sarcomas|301711217|0-14|All Races|Male and Female|2015-2019|||
4.9|5.4|5.2|1567|IX(a) Rhabdomyosarcomas|301711217|0-14|All Races|Male and Female|2015-2019|||
0.9|1.1|1.0|304|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|301711217|0-14|All Races|Male and Female|2015-2019|||
~|~|~|~|IX(c) Kaposi sarcoma|301711217|0-14|All Races|Male and Female|2015-2019|||
3.4|3.8|3.6|1091|IX(d) Other specified soft tissue sarcomas|301711217|0-14|All Races|Male and Female|2015-2019|||
1.2|1.4|1.3|390|IX(e) Unspecified soft tissue sarcomas|301711217|0-14|All Races|Male and Female|2015-2019|||
1.5|1.8|1.7|506|Not classified by ICCC|301711217|0-14|All Races|Male and Female|2015-2019|||
4.0|4.5|4.2|1283|V Retinoblastoma|301711217|0-14|All Races|Male and Female|2015-2019|||
8.3|9.0|8.7|2624|VI Renal tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
7.9|8.5|8.2|2483|VI(a) Nephroblastoma and other nonepithelial renal tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
0.4|0.5|0.4|130|VI(b) Renal carcinomas|301711217|0-14|All Races|Male and Female|2015-2019|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
2.9|3.3|3.1|934|VII Hepatic tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
2.5|2.9|2.7|812|VII(a) Hepatoblastoma|301711217|0-14|All Races|Male and Female|2015-2019|||
0.3|0.4|0.4|110|VII(b) Hepatic carcinomas|301711217|0-14|All Races|Male and Female|2015-2019|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
7.5|8.1|7.8|2343|VIII Malignant bone tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
4.1|4.5|4.3|1297|VIII(a) Osteosarcomas|301711217|0-14|All Races|Male and Female|2015-2019|||
0.1|0.3|0.2|59|VIII(b) Chondrosarcomas|301711217|0-14|All Races|Male and Female|2015-2019|||
2.5|2.8|2.7|801|VIII(c) Ewing tumor and related sarcomas of bone|301711217|0-14|All Races|Male and Female|2015-2019|||
0.4|0.5|0.4|128|VIII(d) Other specified malignant bone tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
0.1|0.2|0.2|58|VIII(e) Unspecified malignant bone tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
5.5|6.0|5.7|1726|X Germ cell, trophoblastic tumors & neoplasms of gonads|301711217|0-14|All Races|Male and Female|2015-2019|||
1.5|1.8|1.7|500|X(a) Intracranial & intraspinal germ cell tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
1.2|1.5|1.4|413|X(b) Malignant extracranial & extragonadal germ cell tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
2.2|2.5|2.4|713|X(c) Malignant gonadal germ cell tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
0.1|0.1|0.1|30|X(d) Gonadal carcinomas|301711217|0-14|All Races|Male and Female|2015-2019|||
0.2|0.3|0.2|70|X(e) Other and unspecified malignant gonadal tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
9.7|10.4|10.0|3023|XI Other malignant epithelial neoplasms and malignant melanomas|301711217|0-14|All Races|Male and Female|2015-2019|||
0.1|0.2|0.2|52|XI(a) Adrenocortical carcinomas|301711217|0-14|All Races|Male and Female|2015-2019|||
3.4|3.9|3.6|1100|XI(b) Thyroid carcinomas|301711217|0-14|All Races|Male and Female|2015-2019|||
0.1|0.2|0.2|57|XI(c) Nasopharyngeal carcinomas|301711217|0-14|All Races|Male and Female|2015-2019|||
1.6|2.0|1.8|541|XI(d) Malignant melanomas|301711217|0-14|All Races|Male and Female|2015-2019|||
~|~|~|~|XI(e) Skin carcinomas|301711217|0-14|All Races|Male and Female|2015-2019|||
3.9|4.4|4.2|1259|XI(f) Other and unspecified carcinomas|301711217|0-14|All Races|Male and Female|2015-2019|||
0.7|0.9|0.8|251|XII Other and unspecified malignant neoplasms|301711217|0-14|All Races|Male and Female|2015-2019|||
0.4|0.6|0.5|147|XII(a) Other specified malignant tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
0.3|0.4|0.3|104|XII(b) Other unspecified malignant tumors|301711217|0-14|All Races|Male and Female|2015-2019|||
174.2|180.9|177.5|10856|All ICCC Groups Combined|61021294|0-14|All Races|Male and Female|2016|||
53.6|57.4|55.5|3399|I Leukemias, myeloproliferative & myelodysplastic diseases|61021294|0-14|All Races|Male and Female|2016|||
40.1|43.3|41.7|2554|I(a) Lymphoid leukemias|61021294|0-14|All Races|Male and Female|2016|||
7.4|8.9|8.1|498|I(b) Acute myeloid leukemias|61021294|0-14|All Races|Male and Female|2016|||
1.8|2.5|2.1|129|I(c) Chronic myeloproliferative diseases|61021294|0-14|All Races|Male and Female|2016|||
1.2|1.8|1.5|90|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61021294|0-14|All Races|Male and Female|2016|||
1.7|2.5|2.1|128|I(e) Unspecified and other specified leukemias|61021294|0-14|All Races|Male and Female|2016|||
21.2|23.6|22.4|1364|II Lymphomas and reticuloendothelial neoplasms|61021294|0-14|All Races|Male and Female|2016|||
5.2|6.4|5.8|352|II(a) Hodgkin lymphomas|61021294|0-14|All Races|Male and Female|2016|||
7.7|9.2|8.5|515|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61021294|0-14|All Races|Male and Female|2016|||
2.0|2.8|2.4|146|II(c) Burkitt lymphoma|61021294|0-14|All Races|Male and Female|2016|||
5.0|6.2|5.5|339|II(d) Miscellaneous lymphoreticular neoplasms|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|II(e) Unspecified lymphomas|61021294|0-14|All Races|Male and Female|2016|||
34.0|37.0|35.5|2168|III CNS and misc intracranial and intraspinal neoplasms|61021294|0-14|All Races|Male and Female|2016|||
2.4|3.3|2.9|175|III(a) Ependymomas and choroid plexus tumor|61021294|0-14|All Races|Male and Female|2016|||
16.3|18.5|17.4|1062|III(b) Astrocytomas|61021294|0-14|All Races|Male and Female|2016|||
6.2|7.5|6.8|418|III(c) Intracranial and intraspinal embryonal tumors|61021294|0-14|All Races|Male and Female|2016|||
6.3|7.7|7.0|425|III(d) Other gliomas|61021294|0-14|All Races|Male and Female|2016|||
0.6|1.1|0.8|51|III(e) Other specified intracranial & intraspinal neoplasms|61021294|0-14|All Races|Male and Female|2016|||
0.4|0.8|0.6|37|III(f) Unspecified intracranial and intraspinal neoplasms|61021294|0-14|All Races|Male and Female|2016|||
10.7|12.4|11.5|711|IV Neuroblastoma and other peripheral nervous cell tumors|61021294|0-14|All Races|Male and Female|2016|||
10.6|12.3|11.4|703|IV(a) Neuroblastoma and ganglioneuroblastoma|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61021294|0-14|All Races|Male and Female|2016|||
10.5|12.2|11.3|692|IX Soft tissue and other extraosseous sarcomas|61021294|0-14|All Races|Male and Female|2016|||
5.1|6.3|5.7|347|IX(a) Rhabdomyosarcomas|61021294|0-14|All Races|Male and Female|2016|||
0.7|1.2|0.9|58|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|IX(c) Kaposi sarcoma|61021294|0-14|All Races|Male and Female|2016|||
3.2|4.1|3.6|221|IX(d) Other specified soft tissue sarcomas|61021294|0-14|All Races|Male and Female|2016|||
0.8|1.4|1.1|65|IX(e) Unspecified soft tissue sarcomas|61021294|0-14|All Races|Male and Female|2016|||
0.2|0.5|0.3|19|Not classified by ICCC|61021294|0-14|All Races|Male and Female|2016|||
3.8|4.8|4.3|264|V Retinoblastoma|61021294|0-14|All Races|Male and Female|2016|||
8.0|9.4|8.7|533|VI Renal tumors|61021294|0-14|All Races|Male and Female|2016|||
7.4|8.9|8.1|501|VI(a) Nephroblastoma and other nonepithelial renal tumors|61021294|0-14|All Races|Male and Female|2016|||
0.3|0.7|0.5|30|VI(b) Renal carcinomas|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61021294|0-14|All Races|Male and Female|2016|||
2.7|3.6|3.1|192|VII Hepatic tumors|61021294|0-14|All Races|Male and Female|2016|||
2.4|3.3|2.9|176|VII(a) Hepatoblastoma|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|VII(b) Hepatic carcinomas|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61021294|0-14|All Races|Male and Female|2016|||
7.4|8.9|8.1|494|VIII Malignant bone tumors|61021294|0-14|All Races|Male and Female|2016|||
3.9|4.9|4.4|266|VIII(a) Osteosarcomas|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|VIII(b) Chondrosarcomas|61021294|0-14|All Races|Male and Female|2016|||
2.5|3.4|3.0|180|VIII(c) Ewing tumor and related sarcomas of bone|61021294|0-14|All Races|Male and Female|2016|||
0.3|0.7|0.5|30|VIII(d) Other specified malignant bone tumors|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61021294|0-14|All Races|Male and Female|2016|||
5.3|6.6|5.9|361|X Germ cell, trophoblastic tumors & neoplasms of gonads|61021294|0-14|All Races|Male and Female|2016|||
1.5|2.2|1.9|114|X(a) Intracranial & intraspinal germ cell tumors|61021294|0-14|All Races|Male and Female|2016|||
1.0|1.6|1.3|81|X(b) Malignant extracranial & extragonadal germ cell tumors|61021294|0-14|All Races|Male and Female|2016|||
2.1|2.9|2.5|150|X(c) Malignant gonadal germ cell tumors|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|X(d) Gonadal carcinomas|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|61021294|0-14|All Races|Male and Female|2016|||
9.2|10.8|10.0|608|XI Other malignant epithelial neoplasms and malignant melanomas|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61021294|0-14|All Races|Male and Female|2016|||
3.0|4.0|3.5|211|XI(b) Thyroid carcinomas|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|61021294|0-14|All Races|Male and Female|2016|||
1.6|2.3|1.9|116|XI(d) Malignant melanomas|61021294|0-14|All Races|Male and Female|2016|||
~|~|~|~|XI(e) Skin carcinomas|61021294|0-14|All Races|Male and Female|2016|||
3.7|4.8|4.2|256|XI(f) Other and unspecified carcinomas|61021294|0-14|All Races|Male and Female|2016|||
0.6|1.1|0.8|51|XII Other and unspecified malignant neoplasms|61021294|0-14|All Races|Male and Female|2016|||
0.4|0.8|0.5|33|XII(a) Other specified malignant tumors|61021294|0-14|All Races|Male and Female|2016|||
0.2|0.5|0.3|18|XII(b) Other unspecified malignant tumors|61021294|0-14|All Races|Male and Female|2016|||
169.9|176.6|173.2|10592|All ICCC Groups Combined|61008778|0-14|All Races|Male and Female|2017|||
50.2|53.8|52.0|3185|I Leukemias, myeloproliferative & myelodysplastic diseases|61008778|0-14|All Races|Male and Female|2017|||
37.8|40.9|39.3|2413|I(a) Lymphoid leukemias|61008778|0-14|All Races|Male and Female|2017|||
7.0|8.4|7.6|467|I(b) Acute myeloid leukemias|61008778|0-14|All Races|Male and Female|2017|||
1.4|2.0|1.7|102|I(c) Chronic myeloproliferative diseases|61008778|0-14|All Races|Male and Female|2017|||
1.0|1.6|1.3|80|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61008778|0-14|All Races|Male and Female|2017|||
1.7|2.4|2.0|123|I(e) Unspecified and other specified leukemias|61008778|0-14|All Races|Male and Female|2017|||
21.3|23.7|22.5|1369|II Lymphomas and reticuloendothelial neoplasms|61008778|0-14|All Races|Male and Female|2017|||
5.2|6.4|5.8|353|II(a) Hodgkin lymphomas|61008778|0-14|All Races|Male and Female|2017|||
6.6|8.0|7.3|443|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61008778|0-14|All Races|Male and Female|2017|||
2.2|3.1|2.6|160|II(c) Burkitt lymphoma|61008778|0-14|All Races|Male and Female|2017|||
6.0|7.3|6.6|404|II(d) Miscellaneous lymphoreticular neoplasms|61008778|0-14|All Races|Male and Female|2017|||
~|~|~|~|II(e) Unspecified lymphomas|61008778|0-14|All Races|Male and Female|2017|||
35.7|38.8|37.3|2276|III CNS and misc intracranial and intraspinal neoplasms|61008778|0-14|All Races|Male and Female|2017|||
3.0|4.0|3.5|212|III(a) Ependymomas and choroid plexus tumor|61008778|0-14|All Races|Male and Female|2017|||
17.9|20.1|19.0|1161|III(b) Astrocytomas|61008778|0-14|All Races|Male and Female|2017|||
6.2|7.6|6.9|420|III(c) Intracranial and intraspinal embryonal tumors|61008778|0-14|All Races|Male and Female|2017|||
6.1|7.4|6.7|411|III(d) Other gliomas|61008778|0-14|All Races|Male and Female|2017|||
0.4|0.8|0.6|35|III(e) Other specified intracranial & intraspinal neoplasms|61008778|0-14|All Races|Male and Female|2017|||
0.4|0.8|0.6|37|III(f) Unspecified intracranial and intraspinal neoplasms|61008778|0-14|All Races|Male and Female|2017|||
10.1|11.8|10.9|668|IV Neuroblastoma and other peripheral nervous cell tumors|61008778|0-14|All Races|Male and Female|2017|||
10.0|11.6|10.8|660|IV(a) Neuroblastoma and ganglioneuroblastoma|61008778|0-14|All Races|Male and Female|2017|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61008778|0-14|All Races|Male and Female|2017|||
10.2|11.9|11.0|672|IX Soft tissue and other extraosseous sarcomas|61008778|0-14|All Races|Male and Female|2017|||
4.7|5.9|5.3|322|IX(a) Rhabdomyosarcomas|61008778|0-14|All Races|Male and Female|2017|||
0.7|1.1|0.9|53|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61008778|0-14|All Races|Male and Female|2017|||
~|~|~|~|IX(c) Kaposi sarcoma|61008778|0-14|All Races|Male and Female|2017|||
2.8|3.7|3.3|198|IX(d) Other specified soft tissue sarcomas|61008778|0-14|All Races|Male and Female|2017|||
1.3|2.0|1.6|99|IX(e) Unspecified soft tissue sarcomas|61008778|0-14|All Races|Male and Female|2017|||
~|~|~|~|Not classified by ICCC|61008778|0-14|All Races|Male and Female|2017|||
3.7|4.7|4.2|255|V Retinoblastoma|61008778|0-14|All Races|Male and Female|2017|||
7.8|9.2|8.5|521|VI Renal tumors|61008778|0-14|All Races|Male and Female|2017|||
7.3|8.7|8.0|490|VI(a) Nephroblastoma and other nonepithelial renal tumors|61008778|0-14|All Races|Male and Female|2017|||
0.3|0.7|0.5|29|VI(b) Renal carcinomas|61008778|0-14|All Races|Male and Female|2017|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61008778|0-14|All Races|Male and Female|2017|||
2.4|3.3|2.8|172|VII Hepatic tumors|61008778|0-14|All Races|Male and Female|2017|||
2.0|2.8|2.4|148|VII(a) Hepatoblastoma|61008778|0-14|All Races|Male and Female|2017|||
0.2|0.5|0.3|20|VII(b) Hepatic carcinomas|61008778|0-14|All Races|Male and Female|2017|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61008778|0-14|All Races|Male and Female|2017|||
6.9|8.3|7.5|460|VIII Malignant bone tumors|61008778|0-14|All Races|Male and Female|2017|||
