AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
15-19|14.3|17.7|15.9|342|I(a) Lymphoid leukemias|21486214|2005
15-19|7.2|9.6|8.3|179|I(b) Acute myeloid leukemias|21486214|2005
15-19|3.2|4.9|4.0|86|I(c) Chronic myeloproliferative diseases|21486214|2005
15-19|1.0|2.0|1.4|31|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21486214|2005
15-19|0.6|1.5|1.0|21|I(e) Unspecified and other specified leukemias|21486214|2005
15-19|50.2|56.5|53.3|1145|II Lymphomas and reticuloendothelial neoplasms|21486214|2005
15-19|30.7|35.6|33.1|711|II(a) Hodgkin lymphomas|21486214|2005
15-19|15.0|18.5|16.7|358|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21486214|2005
15-19|1.7|3.1|2.3|50|II(c) Burkitt lymphoma|21486214|2005
15-19|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|21486214|2005
15-19|~|~|~|~|II(e) Unspecified lymphomas|21486214|2005
15-19|20.0|24.0|21.9|471|III CNS and misc intracranial and intraspinal neoplasms|21486214|2005
15-19|1.4|2.6|1.9|41|III(a) Ependymomas and choroid plexus tumor|21486214|2005
15-19|10.5|13.5|11.9|256|III(b) Astrocytomas|21486214|2005
15-19|2.0|3.5|2.7|58|III(c) Intracranial and intraspinal embryonal tumors|21486214|2005
15-19|3.4|5.1|4.2|90|III(d) Other gliomas|21486214|2005
15-19|0.5|1.3|0.8|17|III(e) Other specified intracranial & intraspinal neoplasms|21486214|2005
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21486214|2005
15-19|0.5|1.4|0.9|19|IV Neuroblastoma and other peripheral nervous cell tumors|21486214|2005
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21486214|2005
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21486214|2005
15-19|15.7|19.3|17.4|374|IX Soft tissue and other extraosseous sarcomas|21486214|2005
15-19|2.9|4.5|3.6|78|IX(a) Rhabdomyosarcomas|21486214|2005
15-19|1.6|3.0|2.2|48|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21486214|2005
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21486214|2005
15-19|8.3|10.9|9.5|205|IX(d) Other specified soft tissue sarcomas|21486214|2005
15-19|1.4|2.6|1.9|41|IX(e) Unspecified soft tissue sarcomas|21486214|2005
15-19|~|~|~|~|Not classified by ICCC|21486214|2005
15-19|~|~|~|~|V Retinoblastoma|21486214|2005
15-19|1.6|2.9|2.2|47|VI Renal tumors|21486214|2005
15-19|0.4|1.2|0.7|16|VI(a) Nephroblastoma and other nonepithelial renal tumors|21486214|2005
15-19|1.0|2.0|1.4|31|VI(b) Renal carcinomas|21486214|2005
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21486214|2005
15-19|0.6|1.5|1.0|21|VII Hepatic tumors|21486214|2005
15-19|~|~|~|~|VII(a) Hepatoblastoma|21486214|2005
15-19|0.6|1.4|0.9|20|VII(b) Hepatic carcinomas|21486214|2005
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21486214|2005
15-19|13.4|16.7|15.0|322|VIII Malignant bone tumors|21486214|2005
15-19|7.7|10.2|8.9|191|VIII(a) Osteosarcomas|21486214|2005
15-19|~|~|~|~|VIII(b) Chondrosarcomas|21486214|2005
15-19|3.6|5.5|4.5|96|VIII(c) Ewing tumor and related sarcomas of bone|21486214|2005
15-19|0.4|1.2|0.7|16|VIII(d) Other specified malignant bone tumors|21486214|2005
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21486214|2005
15-19|26.8|31.4|29.0|624|X Germ cell, trophoblastic tumors & neoplasms of gonads|21486214|2005
15-19|1.7|3.1|2.3|50|X(a) Intracranial & intraspinal germ cell tumors|21486214|2005
15-19|1.1|2.2|1.6|34|X(b) Malignant extracranial & extragonadal germ cell tumors|21486214|2005
15-19|21.1|25.3|23.1|497|X(c) Malignant gonadal germ cell tumors|21486214|2005
15-19|0.8|1.8|1.3|27|X(d) Gonadal carcinomas|21486214|2005
15-19|0.4|1.2|0.7|16|X(e) Other and unspecified malignant gonadal tumors|21486214|2005
15-19|46.3|52.3|49.2|1057|XI Other malignant epithelial neoplasms and malignant melanomas|21486214|2005
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|21486214|2005
15-19|16.2|19.8|17.9|385|XI(b) Thyroid carcinomas|21486214|2005
15-19|0.6|1.4|0.9|20|XI(c) Nasopharyngeal carcinomas|21486214|2005
15-19|17.0|20.7|18.8|403|XI(d) Malignant melanomas|21486214|2005
15-19|~|~|~|~|XI(e) Skin carcinomas|21486214|2005
15-19|9.8|12.7|11.2|240|XI(f) Other and unspecified carcinomas|21486214|2005
15-19|1.3|2.4|1.8|38|XII Other and unspecified malignant neoplasms|21486214|2005
15-19|~|~|~|~|XII(a) Other specified malignant tumors|21486214|2005
15-19|0.8|1.7|1.2|25|XII(b) Other unspecified malignant tumors|21486214|2005
5-9|114.4|124.2|119.2|2312|All ICCC Groups Combined|19389067|2005
5-9|36.4|42.0|39.1|759|I Leukemias, myeloproliferative & myelodysplastic diseases|19389067|2005
5-9|29.3|34.3|31.7|615|I(a) Lymphoid leukemias|19389067|2005
5-9|3.4|5.2|4.2|82|I(b) Acute myeloid leukemias|19389067|2005
5-9|0.6|1.5|1.0|19|I(c) Chronic myeloproliferative diseases|19389067|2005
5-9|0.8|1.8|1.2|24|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|19389067|2005
5-9|0.6|1.5|1.0|19|I(e) Unspecified and other specified leukemias|19389067|2005
5-9|12.3|15.6|13.9|269|II Lymphomas and reticuloendothelial neoplasms|19389067|2005
5-9|3.1|5.0|4.0|77|II(a) Hodgkin lymphomas|19389067|2005
5-9|5.1|7.3|6.1|119|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|19389067|2005
5-9|2.2|3.8|2.9|57|II(c) Burkitt lymphoma|19389067|2005
5-9|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|19389067|2005
5-9|~|~|~|~|II(e) Unspecified lymphomas|19389067|2005
5-9|31.9|37.2|34.5|669|III CNS and misc intracranial and intraspinal neoplasms|19389067|2005
5-9|2.2|3.8|2.9|56|III(a) Ependymomas and choroid plexus tumor|19389067|2005
5-9|14.5|18.1|16.2|315|III(b) Astrocytomas|19389067|2005
5-9|6.4|8.9|7.6|147|III(c) Intracranial and intraspinal embryonal tumors|19389067|2005
5-9|5.3|7.6|6.3|123|III(d) Other gliomas|19389067|2005
5-9|0.5|1.3|0.8|16|III(e) Other specified intracranial & intraspinal neoplasms|19389067|2005
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|19389067|2005
5-9|2.6|4.3|3.4|65|IV Neuroblastoma and other peripheral nervous cell tumors|19389067|2005
5-9|2.5|4.2|3.2|63|IV(a) Neuroblastoma and ganglioneuroblastoma|19389067|2005
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|19389067|2005
5-9|8.0|10.7|9.3|180|IX Soft tissue and other extraosseous sarcomas|19389067|2005
5-9|4.4|6.5|5.4|104|IX(a) Rhabdomyosarcomas|19389067|2005
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|19389067|2005
5-9|~|~|~|~|IX(c) Kaposi sarcoma|19389067|2005
5-9|1.5|2.8|2.1|40|IX(d) Other specified soft tissue sarcomas|19389067|2005
5-9|0.7|1.7|1.1|21|IX(e) Unspecified soft tissue sarcomas|19389067|2005
5-9|~|~|~|~|Not classified by ICCC|19389067|2005
5-9|~|~|~|~|V Retinoblastoma|19389067|2005
5-9|4.1|6.1|5.0|97|VI Renal tumors|19389067|2005
5-9|3.6|5.6|4.5|88|VI(a) Nephroblastoma and other nonepithelial renal tumors|19389067|2005
5-9|~|~|~|~|VI(b) Renal carcinomas|19389067|2005
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|19389067|2005
5-9|~|~|~|~|VII Hepatic tumors|19389067|2005
5-9|~|~|~|~|VII(a) Hepatoblastoma|19389067|2005
5-9|~|~|~|~|VII(b) Hepatic carcinomas|19389067|2005
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|19389067|2005
5-9|4.8|7.1|5.9|114|VIII Malignant bone tumors|19389067|2005
5-9|2.3|3.9|3.0|59|VIII(a) Osteosarcomas|19389067|2005
5-9|~|~|~|~|VIII(b) Chondrosarcomas|19389067|2005
5-9|1.7|3.2|2.4|46|VIII(c) Ewing tumor and related sarcomas of bone|19389067|2005
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|19389067|2005
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|19389067|2005
5-9|1.6|3.0|2.2|43|X Germ cell, trophoblastic tumors & neoplasms of gonads|19389067|2005
5-9|0.8|1.8|1.2|23|X(a) Intracranial & intraspinal germ cell tumors|19389067|2005
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|19389067|2005
5-9|0.5|1.4|0.9|17|X(c) Malignant gonadal germ cell tumors|19389067|2005
5-9|~|~|~|~|X(d) Gonadal carcinomas|19389067|2005
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|19389067|2005
5-9|3.5|5.4|4.3|84|XI Other malignant epithelial neoplasms and malignant melanomas|19389067|2005
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|19389067|2005
5-9|0.6|1.5|0.9|18|XI(b) Thyroid carcinomas|19389067|2005
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|19389067|2005
5-9|1.4|2.7|2.0|39|XI(d) Malignant melanomas|19389067|2005
5-9|~|~|~|~|XI(e) Skin carcinomas|19389067|2005
5-9|0.8|1.9|1.3|25|XI(f) Other and unspecified carcinomas|19389067|2005
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|19389067|2005
5-9|~|~|~|~|XII(a) Other specified malignant tumors|19389067|2005
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|19389067|2005
<1|232.5|263.6|247.7|992|All ICCC Groups Combined|4004393|2005
<1|41.2|55.0|47.7|191|I Leukemias, myeloproliferative & myelodysplastic diseases|4004393|2005
<1|15.4|24.3|19.5|78|I(a) Lymphoid leukemias|4004393|2005
<1|12.5|20.7|16.2|65|I(b) Acute myeloid leukemias|4004393|2005
<1|~|~|~|~|I(c) Chronic myeloproliferative diseases|4004393|2005
<1|3.8|8.9|6.0|24|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|4004393|2005
<1|2.5|6.8|4.2|17|I(e) Unspecified and other specified leukemias|4004393|2005
<1|7.6|14.2|10.5|42|II Lymphomas and reticuloendothelial neoplasms|4004393|2005
<1|~|~|~|~|II(a) Hodgkin lymphomas|4004393|2005
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|4004393|2005
<1|~|~|~|~|II(c) Burkitt lymphoma|4004393|2005
<1|4.9|10.4|7.2|29|II(d) Miscellaneous lymphoreticular neoplasms|4004393|2005
<1|~|~|~|~|II(e) Unspecified lymphomas|4004393|2005
<1|22.8|33.4|27.7|111|III CNS and misc intracranial and intraspinal neoplasms|4004393|2005
<1|3.8|8.9|6.0|24|III(a) Ependymomas and choroid plexus tumor|4004393|2005
<1|6.7|13.0|9.5|38|III(b) Astrocytomas|4004393|2005
<1|6.1|12.2|8.7|35|III(c) Intracranial and intraspinal embryonal tumors|4004393|2005
<1|~|~|~|~|III(d) Other gliomas|4004393|2005
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|4004393|2005
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|4004393|2005
<1|55.6|71.5|63.2|253|IV Neuroblastoma and other peripheral nervous cell tumors|4004393|2005
<1|55.4|71.2|62.9|252|IV(a) Neuroblastoma and ganglioneuroblastoma|4004393|2005
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|4004393|2005
<1|10.6|18.2|14.0|56|IX Soft tissue and other extraosseous sarcomas|4004393|2005
<1|2.5|6.8|4.2|17|IX(a) Rhabdomyosarcomas|4004393|2005
<1|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|4004393|2005
<1|~|~|~|~|IX(c) Kaposi sarcoma|4004393|2005
<1|4.0|9.2|6.2|25|IX(d) Other specified soft tissue sarcomas|4004393|2005
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|4004393|2005
<1|~|~|~|~|Not classified by ICCC|4004393|2005
<1|21.7|32.0|26.5|106|V Retinoblastoma|4004393|2005
<1|12.3|20.4|16.0|64|VI Renal tumors|4004393|2005
<1|12.3|20.4|16.0|64|VI(a) Nephroblastoma and other nonepithelial renal tumors|4004393|2005
<1|~|~|~|~|VI(b) Renal carcinomas|4004393|2005
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|4004393|2005
<1|6.9|13.3|9.7|39|VII Hepatic tumors|4004393|2005
<1|6.7|13.0|9.5|38|VII(a) Hepatoblastoma|4004393|2005
<1|~|~|~|~|VII(b) Hepatic carcinomas|4004393|2005
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|4004393|2005
<1|~|~|~|~|VIII Malignant bone tumors|4004393|2005
<1|~|~|~|~|VIII(a) Osteosarcomas|4004393|2005
<1|~|~|~|~|VIII(b) Chondrosarcomas|4004393|2005
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|4004393|2005
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|4004393|2005
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|4004393|2005
<1|20.5|30.6|25.2|101|X Germ cell, trophoblastic tumors & neoplasms of gonads|4004393|2005
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|4004393|2005
<1|12.7|21.0|16.5|66|X(b) Malignant extracranial & extragonadal germ cell tumors|4004393|2005
<1|3.1|7.7|5.0|20|X(c) Malignant gonadal germ cell tumors|4004393|2005
<1|~|~|~|~|X(d) Gonadal carcinomas|4004393|2005
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|4004393|2005
<1|2.3|6.5|4.0|16|XI Other malignant epithelial neoplasms and malignant melanomas|4004393|2005
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|4004393|2005
<1|~|~|~|~|XI(b) Thyroid carcinomas|4004393|2005
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|4004393|2005
<1|~|~|~|~|XI(d) Malignant melanomas|4004393|2005
<1|~|~|~|~|XI(e) Skin carcinomas|4004393|2005
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|4004393|2005
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|4004393|2005
<1|~|~|~|~|XII(a) Other specified malignant tumors|4004393|2005
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|4004393|2005
1-4|206.7|221.1|213.8|3399|All ICCC Groups Combined|15897145|2006
1-4|84.4|93.7|88.9|1414|I Leukemias, myeloproliferative & myelodysplastic diseases|15897145|2006
1-4|69.6|78.1|73.7|1172|I(a) Lymphoid leukemias|15897145|2006
1-4|9.0|12.2|10.5|167|I(b) Acute myeloid leukemias|15897145|2006
1-4|0.8|1.9|1.3|20|I(c) Chronic myeloproliferative diseases|15897145|2006
1-4|1.5|3.1|2.2|35|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15897145|2006
1-4|0.8|1.9|1.3|20|I(e) Unspecified and other specified leukemias|15897145|2006
1-4|8.3|11.4|9.8|155|II Lymphomas and reticuloendothelial neoplasms|15897145|2006
1-4|0.6|1.7|1.1|17|II(a) Hodgkin lymphomas|15897145|2006
1-4|2.9|4.9|3.8|61|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15897145|2006
1-4|1.3|2.8|2.0|31|II(c) Burkitt lymphoma|15897145|2006
1-4|1.9|3.5|2.6|41|II(d) Miscellaneous lymphoreticular neoplasms|15897145|2006
1-4|~|~|~|~|II(e) Unspecified lymphomas|15897145|2006
1-4|42.1|48.8|45.4|721|III CNS and misc intracranial and intraspinal neoplasms|15897145|2006
1-4|3.7|5.8|4.7|74|III(a) Ependymomas and choroid plexus tumor|15897145|2006
1-4|18.7|23.3|20.9|332|III(b) Astrocytomas|15897145|2006
1-4|10.8|14.3|12.5|198|III(c) Intracranial and intraspinal embryonal tumors|15897145|2006
1-4|4.8|7.2|5.9|94|III(d) Other gliomas|15897145|2006
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|15897145|2006
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|15897145|2006
1-4|18.1|22.6|20.3|322|IV Neuroblastoma and other peripheral nervous cell tumors|15897145|2006
1-4|18.1|22.6|20.3|322|IV(a) Neuroblastoma and ganglioneuroblastoma|15897145|2006
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|15897145|2006
1-4|9.1|12.4|10.7|170|IX Soft tissue and other extraosseous sarcomas|15897145|2006
1-4|5.8|8.5|7.0|112|IX(a) Rhabdomyosarcomas|15897145|2006
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|15897145|2006
1-4|~|~|~|~|IX(c) Kaposi sarcoma|15897145|2006
1-4|1.2|2.6|1.8|29|IX(d) Other specified soft tissue sarcomas|15897145|2006
1-4|0.7|1.9|1.2|19|IX(e) Unspecified soft tissue sarcomas|15897145|2006
1-4|~|~|~|~|Not classified by ICCC|15897145|2006
1-4|5.6|8.2|6.8|108|V Retinoblastoma|15897145|2006
1-4|17.6|22.0|19.7|313|VI Renal tumors|15897145|2006
1-4|17.4|21.9|19.6|311|VI(a) Nephroblastoma and other nonepithelial renal tumors|15897145|2006
1-4|~|~|~|~|VI(b) Renal carcinomas|15897145|2006
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|15897145|2006
1-4|3.7|5.8|4.7|74|VII Hepatic tumors|15897145|2006
1-4|3.5|5.7|4.5|72|VII(a) Hepatoblastoma|15897145|2006
1-4|~|~|~|~|VII(b) Hepatic carcinomas|15897145|2006
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|15897145|2006
1-4|1.0|2.2|1.5|24|VIII Malignant bone tumors|15897145|2006
1-4|~|~|~|~|VIII(a) Osteosarcomas|15897145|2006
1-4|~|~|~|~|VIII(b) Chondrosarcomas|15897145|2006
1-4|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|15897145|2006
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15897145|2006
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|15897145|2006
1-4|2.3|4.1|3.1|50|X Germ cell, trophoblastic tumors & neoplasms of gonads|15897145|2006
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|15897145|2006
1-4|1.3|2.8|2.0|31|X(b) Malignant extracranial & extragonadal germ cell tumors|15897145|2006
1-4|0.6|1.7|1.1|17|X(c) Malignant gonadal germ cell tumors|15897145|2006
1-4|~|~|~|~|X(d) Gonadal carcinomas|15897145|2006
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|15897145|2006
1-4|1.3|2.7|1.9|30|XI Other malignant epithelial neoplasms and malignant melanomas|15897145|2006
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|15897145|2006
1-4|~|~|~|~|XI(b) Thyroid carcinomas|15897145|2006
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|15897145|2006
1-4|~|~|~|~|XI(d) Malignant melanomas|15897145|2006
1-4|~|~|~|~|XI(e) Skin carcinomas|15897145|2006
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|15897145|2006
1-4|0.6|1.6|1.0|16|XII Other and unspecified malignant neoplasms|15897145|2006
1-4|~|~|~|~|XII(a) Other specified malignant tumors|15897145|2006
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|15897145|2006
10-14|130.4|140.4|135.3|2846|All ICCC Groups Combined|21033138|2006
10-14|31.3|36.3|33.7|709|I Leukemias, myeloproliferative & myelodysplastic diseases|21033138|2006
10-14|20.2|24.3|22.2|466|I(a) Lymphoid leukemias|21033138|2006
10-14|6.5|8.9|7.6|160|I(b) Acute myeloid leukemias|21033138|2006
10-14|1.3|2.5|1.9|39|I(c) Chronic myeloproliferative diseases|21033138|2006
10-14|0.7|1.6|1.0|22|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21033138|2006
10-14|0.7|1.6|1.0|22|I(e) Unspecified and other specified leukemias|21033138|2006
10-14|23.3|27.6|25.4|534|II Lymphomas and reticuloendothelial neoplasms|21033138|2006
10-14|11.2|14.3|12.6|266|II(a) Hodgkin lymphomas|21033138|2006
10-14|7.9|10.6|9.2|193|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21033138|2006
10-14|2.3|3.8|2.9|62|II(c) Burkitt lymphoma|21033138|2006
10-14|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|21033138|2006
10-14|~|~|~|~|II(e) Unspecified lymphomas|21033138|2006
10-14|23.7|28.1|25.9|544|III CNS and misc intracranial and intraspinal neoplasms|21033138|2006
10-14|1.3|2.5|1.9|39|III(a) Ependymomas and choroid plexus tumor|21033138|2006
10-14|13.4|16.8|15.0|316|III(b) Astrocytomas|21033138|2006
10-14|2.8|4.4|3.5|74|III(c) Intracranial and intraspinal embryonal tumors|21033138|2006
10-14|3.8|5.7|4.7|98|III(d) Other gliomas|21033138|2006
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|21033138|2006
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21033138|2006
10-14|0.7|1.6|1.1|23|IV Neuroblastoma and other peripheral nervous cell tumors|21033138|2006
10-14|0.5|1.4|0.9|19|IV(a) Neuroblastoma and ganglioneuroblastoma|21033138|2006
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21033138|2006
10-14|10.1|13.1|11.5|242|IX Soft tissue and other extraosseous sarcomas|21033138|2006
10-14|2.8|4.4|3.5|74|IX(a) Rhabdomyosarcomas|21033138|2006
10-14|1.0|2.1|1.5|31|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21033138|2006
10-14|~|~|~|~|IX(c) Kaposi sarcoma|21033138|2006
10-14|4.3|6.3|5.2|110|IX(d) Other specified soft tissue sarcomas|21033138|2006
10-14|0.8|1.8|1.2|26|IX(e) Unspecified soft tissue sarcomas|21033138|2006
10-14|~|~|~|~|Not classified by ICCC|21033138|2006
10-14|~|~|~|~|V Retinoblastoma|21033138|2006
10-14|0.8|1.8|1.2|25|VI Renal tumors|21033138|2006
10-14|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21033138|2006
10-14|0.4|1.2|0.8|16|VI(b) Renal carcinomas|21033138|2006
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|21033138|2006
10-14|0.5|1.4|0.9|18|VII Hepatic tumors|21033138|2006
10-14|~|~|~|~|VII(a) Hepatoblastoma|21033138|2006
10-14|0.4|1.2|0.8|16|VII(b) Hepatic carcinomas|21033138|2006
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21033138|2006
10-14|11.1|14.2|12.6|264|VIII Malignant bone tumors|21033138|2006
10-14|6.7|9.2|7.9|166|VIII(a) Osteosarcomas|21033138|2006
10-14|~|~|~|~|VIII(b) Chondrosarcomas|21033138|2006
10-14|2.8|4.5|3.6|76|VIII(c) Ewing tumor and related sarcomas of bone|21033138|2006
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|21033138|2006
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21033138|2006
10-14|5.9|8.2|6.9|146|X Germ cell, trophoblastic tumors & neoplasms of gonads|21033138|2006
10-14|2.1|3.5|2.7|57|X(a) Intracranial & intraspinal germ cell tumors|21033138|2006
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|21033138|2006
10-14|2.7|4.4|3.5|73|X(c) Malignant gonadal germ cell tumors|21033138|2006
10-14|~|~|~|~|X(d) Gonadal carcinomas|21033138|2006
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|21033138|2006
10-14|14.0|17.4|15.6|328|XI Other malignant epithelial neoplasms and malignant melanomas|21033138|2006
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|21033138|2006
10-14|5.1|7.2|6.1|128|XI(b) Thyroid carcinomas|21033138|2006
10-14|0.4|1.2|0.8|16|XI(c) Nasopharyngeal carcinomas|21033138|2006
