AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
5-9|0.1|0.3|0.2|39|Incidence|19389067|Melanomas of the Skin|2005
5-9|~|~|~|~|Mortality|19389067|Mesothelioma|2005
5-9|~|~|~|~|Incidence|19389067|Mesothelioma|2005
5-9|~|~|~|~|Mortality|19389067|Myeloma|2005
5-9|~|~|~|~|Incidence|19389067|Myeloma|2005
5-9|0.1|0.2|0.1|19|Mortality|19389067|Non-Hodgkin Lymphoma|2005
5-9|0.8|1.1|0.9|176|Incidence|19389067|Non-Hodgkin Lymphoma|2005
5-9|~|~|~|~|Mortality|19389067|Oral Cavity and Pharynx|2005
5-9|0.1|0.2|0.1|23|Incidence|19389067|Oral Cavity and Pharynx|2005
5-9|~|~|~|~|Mortality|9473900|Ovary|2005
5-9|0.1|0.3|0.2|18|Incidence|9473900|Ovary|2005
5-9|~|~|~|~|Mortality|19389067|Pancreas|2005
5-9|~|~|~|~|Incidence|19389067|Pancreas|2005
5-9|~|~|~|~|Mortality|9915167|Prostate|2005
5-9|~|~|~|~|Incidence|9915167|Prostate|2005
5-9|~|~|~|~|Mortality|19389067|Stomach|2005
5-9|~|~|~|~|Incidence|19389067|Stomach|2005
5-9|~|~|~|~|Mortality|9915167|Testis|2005
5-9|~|~|~|~|Incidence|9915167|Testis|2005
5-9|~|~|~|~|Mortality|19389067|Thyroid|2005
5-9|0.1|0.1|0.1|18|Incidence|19389067|Thyroid|2005
5-9|~|~|~|~|Mortality|19389067|Urinary Bladder|2005
5-9|~|~|~|~|Incidence|19389067|Urinary Bladder|2005
<1|1.5|2.3|1.9|75|Mortality|4004393|All Cancer Sites Combined|2005
<1|23.3|26.4|24.8|992|Incidence|4004393|All Cancer Sites Combined|2005
<1|0.3|0.7|0.4|18|Mortality|4004393|Brain and Other Nervous System|2005
<1|3.0|4.2|3.6|144|Incidence|4004393|Brain and Other Nervous System|2005
<1|~|~|~|~|Mortality|1956682|Cervix|2005
<1|~|~|~|~|Incidence|1956682|Cervix|2005
<1|~|~|~|~|Mortality|4004393|Colon and Rectum|2005
<1|~|~|~|~|Incidence|4004393|Colon and Rectum|2005
<1|~|~|~|~|Mortality|1956682|Corpus and Uterus, NOS|2005
<1|~|~|~|~|Incidence|1956682|Corpus and Uterus, NOS|2005
<1|~|~|~|~|Mortality|4004393|Esophagus|2005
<1|~|~|~|~|Incidence|4004393|Esophagus|2005
<1|~|~|~|~|Mortality|1956682|Female Breast|2005
<1|~|~|~|~|Incidence|1956682|Female Breast|2005
<1|~|~|~|~|Incidence|1956682|Female Breast, <i>in situ</i>|2005
<1|~|~|~|~|Mortality|4004393|Hodgkin Lymphoma|2005
<1|~|~|~|~|Incidence|4004393|Hodgkin Lymphoma|2005
<1|.|.|.|.|Mortality|4004393|Kaposi Sarcoma|2005
<1|~|~|~|~|Incidence|4004393|Kaposi Sarcoma|2005
<1|~|~|~|~|Mortality|4004393|Kidney and Renal Pelvis|2005
<1|1.3|2.1|1.7|67|Incidence|4004393|Kidney and Renal Pelvis|2005
<1|~|~|~|~|Mortality|4004393|Larynx|2005
<1|~|~|~|~|Incidence|4004393|Larynx|2005
<1|0.3|0.8|0.5|22|Mortality|4004393|Leukemias|2005
<1|3.7|5.0|4.3|174|Incidence|4004393|Leukemias|2005
<1|~|~|~|~|Mortality|4004393|Liver and Intrahepatic Bile Duct|2005
<1|0.8|1.4|1.0|42|Incidence|4004393|Liver and Intrahepatic Bile Duct|2005
<1|~|~|~|~|Mortality|4004393|Lung and Bronchus|2005
<1|~|~|~|~|Incidence|4004393|Lung and Bronchus|2005
<1|~|~|~|~|Mortality|1956682|Male and Female Breast|2005
<1|~|~|~|~|Incidence|1956682|Male and Female Breast|2005
<1|~|~|~|~|Incidence|1956682|Male and Female Breast, <i>in situ</i>|2005
<1|~|~|~|~|Mortality|4004393|Melanomas of the Skin|2005
<1|~|~|~|~|Incidence|4004393|Melanomas of the Skin|2005
<1|~|~|~|~|Mortality|4004393|Mesothelioma|2005
<1|~|~|~|~|Incidence|4004393|Mesothelioma|2005
<1|~|~|~|~|Mortality|4004393|Myeloma|2005
<1|~|~|~|~|Incidence|4004393|Myeloma|2005
<1|~|~|~|~|Mortality|4004393|Non-Hodgkin Lymphoma|2005
<1|~|~|~|~|Incidence|4004393|Non-Hodgkin Lymphoma|2005
<1|~|~|~|~|Mortality|4004393|Oral Cavity and Pharynx|2005
<1|~|~|~|~|Incidence|4004393|Oral Cavity and Pharynx|2005
<1|~|~|~|~|Mortality|1956682|Ovary|2005
<1|~|~|~|~|Incidence|1956682|Ovary|2005
<1|~|~|~|~|Mortality|4004393|Pancreas|2005
<1|~|~|~|~|Incidence|4004393|Pancreas|2005
<1|~|~|~|~|Mortality|2047711|Prostate|2005
<1|~|~|~|~|Incidence|2047711|Prostate|2005
<1|~|~|~|~|Mortality|4004393|Stomach|2005
<1|~|~|~|~|Incidence|4004393|Stomach|2005
<1|~|~|~|~|Mortality|2047711|Testis|2005
<1|0.6|1.5|1.0|20|Incidence|2047711|Testis|2005
<1|~|~|~|~|Mortality|4004393|Thyroid|2005
<1|~|~|~|~|Incidence|4004393|Thyroid|2005
<1|~|~|~|~|Mortality|4004393|Urinary Bladder|2005
<1|~|~|~|~|Incidence|4004393|Urinary Bladder|2005
1-4|2.1|2.6|2.4|377|Mortality|15897145|All Cancer Sites Combined|2006
1-4|20.7|22.1|21.4|3399|Incidence|15897145|All Cancer Sites Combined|2006
1-4|0.5|0.8|0.6|101|Mortality|15897145|Brain and Other Nervous System|2006
1-4|4.3|5.0|4.6|739|Incidence|15897145|Brain and Other Nervous System|2006
1-4|~|~|~|~|Mortality|7775092|Cervix|2006
1-4|~|~|~|~|Incidence|7775092|Cervix|2006
1-4|~|~|~|~|Mortality|15897145|Colon and Rectum|2006
1-4|~|~|~|~|Incidence|15897145|Colon and Rectum|2006
1-4|~|~|~|~|Mortality|7775092|Corpus and Uterus, NOS|2006
1-4|~|~|~|~|Incidence|7775092|Corpus and Uterus, NOS|2006
1-4|~|~|~|~|Mortality|15897145|Esophagus|2006
1-4|~|~|~|~|Incidence|15897145|Esophagus|2006
1-4|~|~|~|~|Mortality|7775092|Female Breast|2006
1-4|~|~|~|~|Incidence|7775092|Female Breast|2006
1-4|~|~|~|~|Incidence|7775092|Female Breast, <i>in situ</i>|2006
1-4|~|~|~|~|Mortality|15897145|Hodgkin Lymphoma|2006
1-4|0.1|0.2|0.1|17|Incidence|15897145|Hodgkin Lymphoma|2006
1-4|.|.|.|.|Mortality|15897145|Kaposi Sarcoma|2006
1-4|~|~|~|~|Incidence|15897145|Kaposi Sarcoma|2006
1-4|~|~|~|~|Mortality|15897145|Kidney and Renal Pelvis|2006
1-4|1.8|2.3|2.0|322|Incidence|15897145|Kidney and Renal Pelvis|2006
1-4|~|~|~|~|Mortality|15897145|Larynx|2006
1-4|~|~|~|~|Incidence|15897145|Larynx|2006
1-4|0.6|0.9|0.8|124|Mortality|15897145|Leukemias|2006
1-4|8.2|9.2|8.7|1382|Incidence|15897145|Leukemias|2006
1-4|~|~|~|~|Mortality|15897145|Liver and Intrahepatic Bile Duct|2006
1-4|0.4|0.6|0.5|83|Incidence|15897145|Liver and Intrahepatic Bile Duct|2006
1-4|~|~|~|~|Mortality|15897145|Lung and Bronchus|2006
1-4|~|~|~|~|Incidence|15897145|Lung and Bronchus|2006
1-4|~|~|~|~|Mortality|7775092|Male and Female Breast|2006
1-4|~|~|~|~|Incidence|7775092|Male and Female Breast|2006
1-4|~|~|~|~|Incidence|7775092|Male and Female Breast, <i>in situ</i>|2006
1-4|~|~|~|~|Mortality|15897145|Melanomas of the Skin|2006
1-4|~|~|~|~|Incidence|15897145|Melanomas of the Skin|2006
1-4|~|~|~|~|Mortality|15897145|Mesothelioma|2006
1-4|~|~|~|~|Incidence|15897145|Mesothelioma|2006
1-4|~|~|~|~|Mortality|15897145|Myeloma|2006
1-4|~|~|~|~|Incidence|15897145|Myeloma|2006
1-4|~|~|~|~|Mortality|15897145|Non-Hodgkin Lymphoma|2006
1-4|0.5|0.7|0.6|97|Incidence|15897145|Non-Hodgkin Lymphoma|2006
1-4|~|~|~|~|Mortality|15897145|Oral Cavity and Pharynx|2006
1-4|~|~|~|~|Incidence|15897145|Oral Cavity and Pharynx|2006
1-4|~|~|~|~|Mortality|7775092|Ovary|2006
1-4|~|~|~|~|Incidence|7775092|Ovary|2006
1-4|~|~|~|~|Mortality|15897145|Pancreas|2006
1-4|~|~|~|~|Incidence|15897145|Pancreas|2006
1-4|~|~|~|~|Mortality|8122053|Prostate|2006
1-4|~|~|~|~|Incidence|8122053|Prostate|2006
1-4|~|~|~|~|Mortality|15897145|Stomach|2006
1-4|~|~|~|~|Incidence|15897145|Stomach|2006
1-4|~|~|~|~|Mortality|8122053|Testis|2006
1-4|0.1|0.4|0.2|19|Incidence|8122053|Testis|2006
1-4|~|~|~|~|Mortality|15897145|Thyroid|2006
1-4|~|~|~|~|Incidence|15897145|Thyroid|2006
1-4|~|~|~|~|Mortality|15897145|Urinary Bladder|2006
1-4|~|~|~|~|Incidence|15897145|Urinary Bladder|2006
10-14|1.9|2.3|2.1|448|Mortality|21033138|All Cancer Sites Combined|2006
10-14|13.0|14.0|13.5|2846|Incidence|21033138|All Cancer Sites Combined|2006
10-14|0.5|0.7|0.6|129|Mortality|21033138|Brain and Other Nervous System|2006
10-14|2.5|2.9|2.7|570|Incidence|21033138|Brain and Other Nervous System|2006
10-14|~|~|~|~|Mortality|10261944|Cervix|2006
10-14|~|~|~|~|Incidence|10261944|Cervix|2006
10-14|~|~|~|~|Mortality|21033138|Colon and Rectum|2006
10-14|0.1|0.1|0.1|18|Incidence|21033138|Colon and Rectum|2006
10-14|~|~|~|~|Mortality|10261944|Corpus and Uterus, NOS|2006
10-14|~|~|~|~|Incidence|10261944|Corpus and Uterus, NOS|2006
10-14|~|~|~|~|Mortality|21033138|Esophagus|2006
10-14|~|~|~|~|Incidence|21033138|Esophagus|2006
10-14|~|~|~|~|Mortality|10261944|Female Breast|2006
10-14|~|~|~|~|Incidence|10261944|Female Breast|2006
10-14|~|~|~|~|Incidence|10261944|Female Breast, <i>in situ</i>|2006
10-14|~|~|~|~|Mortality|21033138|Hodgkin Lymphoma|2006
10-14|1.1|1.4|1.3|266|Incidence|21033138|Hodgkin Lymphoma|2006
10-14|.|.|.|.|Mortality|21033138|Kaposi Sarcoma|2006
10-14|~|~|~|~|Incidence|21033138|Kaposi Sarcoma|2006
10-14|~|~|~|~|Mortality|21033138|Kidney and Renal Pelvis|2006
10-14|0.1|0.2|0.1|26|Incidence|21033138|Kidney and Renal Pelvis|2006
10-14|~|~|~|~|Mortality|21033138|Larynx|2006
10-14|~|~|~|~|Incidence|21033138|Larynx|2006
10-14|0.6|0.8|0.7|152|Mortality|21033138|Leukemias|2006
10-14|3.0|3.5|3.2|679|Incidence|21033138|Leukemias|2006
10-14|~|~|~|~|Mortality|21033138|Liver and Intrahepatic Bile Duct|2006
10-14|0.1|0.2|0.1|21|Incidence|21033138|Liver and Intrahepatic Bile Duct|2006
10-14|~|~|~|~|Mortality|21033138|Lung and Bronchus|2006
10-14|~|~|~|~|Incidence|21033138|Lung and Bronchus|2006
10-14|~|~|~|~|Mortality|10261944|Male and Female Breast|2006
10-14|~|~|~|~|Incidence|10261944|Male and Female Breast|2006
10-14|~|~|~|~|Incidence|10261944|Male and Female Breast, <i>in situ</i>|2006
10-14|~|~|~|~|Mortality|21033138|Melanomas of the Skin|2006
10-14|0.3|0.5|0.4|90|Incidence|21033138|Melanomas of the Skin|2006
10-14|~|~|~|~|Mortality|21033138|Mesothelioma|2006
10-14|~|~|~|~|Incidence|21033138|Mesothelioma|2006
10-14|~|~|~|~|Mortality|21033138|Myeloma|2006
10-14|~|~|~|~|Incidence|21033138|Myeloma|2006
10-14|0.1|0.2|0.1|25|Mortality|21033138|Non-Hodgkin Lymphoma|2006
10-14|1.1|1.4|1.2|259|Incidence|21033138|Non-Hodgkin Lymphoma|2006
10-14|~|~|~|~|Mortality|21033138|Oral Cavity and Pharynx|2006
10-14|0.2|0.4|0.3|61|Incidence|21033138|Oral Cavity and Pharynx|2006
10-14|~|~|~|~|Mortality|10261944|Ovary|2006
10-14|0.6|0.9|0.7|76|Incidence|10261944|Ovary|2006
10-14|~|~|~|~|Mortality|21033138|Pancreas|2006
10-14|~|~|~|~|Incidence|21033138|Pancreas|2006
10-14|~|~|~|~|Mortality|10771194|Prostate|2006
10-14|~|~|~|~|Incidence|10771194|Prostate|2006
10-14|~|~|~|~|Mortality|21033138|Stomach|2006
10-14|~|~|~|~|Incidence|21033138|Stomach|2006
10-14|~|~|~|~|Mortality|10771194|Testis|2006
10-14|~|~|~|~|Incidence|10771194|Testis|2006
10-14|~|~|~|~|Mortality|21033138|Thyroid|2006
10-14|0.5|0.7|0.6|128|Incidence|21033138|Thyroid|2006
10-14|~|~|~|~|Mortality|21033138|Urinary Bladder|2006
10-14|~|~|~|~|Incidence|21033138|Urinary Bladder|2006
15-19|2.9|3.3|3.1|675|Mortality|21807709|All Cancer Sites Combined|2006
15-19|21.0|22.2|21.6|4705|Incidence|21807709|All Cancer Sites Combined|2006
15-19|0.4|0.6|0.5|102|Mortality|21807709|Brain and Other Nervous System|2006
15-19|2.1|2.6|2.3|510|Incidence|21807709|Brain and Other Nervous System|2006
15-19|~|~|~|~|Mortality|10597293|Cervix|2006
15-19|0.1|0.3|0.2|24|Incidence|10597293|Cervix|2006
15-19|~|~|~|~|Mortality|21807709|Colon and Rectum|2006
15-19|0.2|0.4|0.3|62|Incidence|21807709|Colon and Rectum|2006
15-19|~|~|~|~|Mortality|10597293|Corpus and Uterus, NOS|2006
15-19|~|~|~|~|Incidence|10597293|Corpus and Uterus, NOS|2006
15-19|~|~|~|~|Mortality|21807709|Esophagus|2006
15-19|~|~|~|~|Incidence|21807709|Esophagus|2006
15-19|~|~|~|~|Mortality|10597293|Female Breast|2006
15-19|0.1|0.3|0.2|20|Incidence|10597293|Female Breast|2006
15-19|~|~|~|~|Incidence|10597293|Female Breast, <i>in situ</i>|2006
15-19|0.0|0.1|0.1|18|Mortality|21807709|Hodgkin Lymphoma|2006
15-19|2.9|3.4|3.1|683|Incidence|21807709|Hodgkin Lymphoma|2006
15-19|.|.|.|.|Mortality|21807709|Kaposi Sarcoma|2006
15-19|~|~|~|~|Incidence|21807709|Kaposi Sarcoma|2006
15-19|~|~|~|~|Mortality|21807709|Kidney and Renal Pelvis|2006
15-19|0.2|0.3|0.2|48|Incidence|21807709|Kidney and Renal Pelvis|2006
15-19|~|~|~|~|Mortality|21807709|Larynx|2006
15-19|~|~|~|~|Incidence|21807709|Larynx|2006
15-19|0.8|1.1|0.9|207|Mortality|21807709|Leukemias|2006
15-19|2.8|3.3|3.0|658|Incidence|21807709|Leukemias|2006
15-19|~|~|~|~|Mortality|21807709|Liver and Intrahepatic Bile Duct|2006
15-19|0.1|0.2|0.2|34|Incidence|21807709|Liver and Intrahepatic Bile Duct|2006
15-19|~|~|~|~|Mortality|21807709|Lung and Bronchus|2006
15-19|0.1|0.2|0.1|28|Incidence|21807709|Lung and Bronchus|2006
15-19|~|~|~|~|Mortality|10597293|Male and Female Breast|2006
15-19|0.1|0.3|0.2|20|Incidence|10597293|Male and Female Breast|2006
15-19|~|~|~|~|Incidence|10597293|Male and Female Breast, <i>in situ</i>|2006
15-19|~|~|~|~|Mortality|21807709|Melanomas of the Skin|2006
15-19|1.3|1.6|1.4|306|Incidence|21807709|Melanomas of the Skin|2006
15-19|~|~|~|~|Mortality|21807709|Mesothelioma|2006
15-19|~|~|~|~|Incidence|21807709|Mesothelioma|2006
15-19|~|~|~|~|Mortality|21807709|Myeloma|2006
15-19|~|~|~|~|Incidence|21807709|Myeloma|2006
15-19|0.2|0.3|0.2|45|Mortality|21807709|Non-Hodgkin Lymphoma|2006
15-19|1.6|2.0|1.8|395|Incidence|21807709|Non-Hodgkin Lymphoma|2006
15-19|~|~|~|~|Mortality|21807709|Oral Cavity and Pharynx|2006
15-19|0.4|0.6|0.5|107|Incidence|21807709|Oral Cavity and Pharynx|2006
15-19|~|~|~|~|Mortality|10597293|Ovary|2006
15-19|1.2|1.7|1.4|149|Incidence|10597293|Ovary|2006
15-19|~|~|~|~|Mortality|21807709|Pancreas|2006
15-19|~|~|~|~|Incidence|21807709|Pancreas|2006
15-19|~|~|~|~|Mortality|11210416|Prostate|2006
15-19|~|~|~|~|Incidence|11210416|Prostate|2006
15-19|~|~|~|~|Mortality|21807709|Stomach|2006
15-19|~|~|~|~|Incidence|21807709|Stomach|2006
15-19|~|~|~|~|Mortality|11210416|Testis|2006
15-19|2.7|3.4|3.0|339|Incidence|11210416|Testis|2006
15-19|~|~|~|~|Mortality|21807709|Thyroid|2006
15-19|1.7|2.1|1.9|415|Incidence|21807709|Thyroid|2006
15-19|~|~|~|~|Mortality|21807709|Urinary Bladder|2006
15-19|0.1|0.2|0.1|22|Incidence|21807709|Urinary Bladder|2006
5-9|2.1|2.6|2.3|459|Mortality|19544688|All Cancer Sites Combined|2006
5-9|11.7|12.7|12.2|2377|Incidence|19544688|All Cancer Sites Combined|2006
5-9|0.8|1.0|0.9|176|Mortality|19544688|Brain and Other Nervous System|2006
5-9|3.1|3.6|3.4|659|Incidence|19544688|Brain and Other Nervous System|2006
5-9|~|~|~|~|Mortality|9555173|Cervix|2006
5-9|~|~|~|~|Incidence|9555173|Cervix|2006
5-9|~|~|~|~|Mortality|19544688|Colon and Rectum|2006
5-9|~|~|~|~|Incidence|19544688|Colon and Rectum|2006
5-9|~|~|~|~|Mortality|9555173|Corpus and Uterus, NOS|2006
5-9|~|~|~|~|Incidence|9555173|Corpus and Uterus, NOS|2006
5-9|~|~|~|~|Mortality|19544688|Esophagus|2006
5-9|~|~|~|~|Incidence|19544688|Esophagus|2006
5-9|~|~|~|~|Mortality|9555173|Female Breast|2006
5-9|~|~|~|~|Incidence|9555173|Female Breast|2006
5-9|~|~|~|~|Incidence|9555173|Female Breast, <i>in situ</i>|2006
5-9|~|~|~|~|Mortality|19544688|Hodgkin Lymphoma|2006
5-9|0.4|0.6|0.5|92|Incidence|19544688|Hodgkin Lymphoma|2006
5-9|.|.|.|.|Mortality|19544688|Kaposi Sarcoma|2006
5-9|~|~|~|~|Incidence|19544688|Kaposi Sarcoma|2006
5-9|0.1|0.2|0.1|23|Mortality|19544688|Kidney and Renal Pelvis|2006
5-9|0.5|0.7|0.6|109|Incidence|19544688|Kidney and Renal Pelvis|2006
5-9|~|~|~|~|Mortality|19544688|Larynx|2006
5-9|~|~|~|~|Incidence|19544688|Larynx|2006
5-9|0.4|0.6|0.5|104|Mortality|19544688|Leukemias|2006
5-9|3.6|4.2|3.9|757|Incidence|19544688|Leukemias|2006
5-9|~|~|~|~|Mortality|19544688|Liver and Intrahepatic Bile Duct|2006
5-9|0.1|0.2|0.1|20|Incidence|19544688|Liver and Intrahepatic Bile Duct|2006
5-9|~|~|~|~|Mortality|19544688|Lung and Bronchus|2006
5-9|~|~|~|~|Incidence|19544688|Lung and Bronchus|2006
5-9|~|~|~|~|Mortality|9555173|Male and Female Breast|2006
5-9|~|~|~|~|Incidence|9555173|Male and Female Breast|2006
5-9|~|~|~|~|Incidence|9555173|Male and Female Breast, <i>in situ</i>|2006
5-9|~|~|~|~|Mortality|19544688|Melanomas of the Skin|2006
5-9|0.1|0.2|0.2|31|Incidence|19544688|Melanomas of the Skin|2006
5-9|~|~|~|~|Mortality|19544688|Mesothelioma|2006
5-9|~|~|~|~|Incidence|19544688|Mesothelioma|2006
5-9|~|~|~|~|Mortality|19544688|Myeloma|2006
5-9|~|~|~|~|Incidence|19544688|Myeloma|2006
5-9|~|~|~|~|Mortality|19544688|Non-Hodgkin Lymphoma|2006
5-9|0.8|1.1|0.9|179|Incidence|19544688|Non-Hodgkin Lymphoma|2006
5-9|~|~|~|~|Mortality|19544688|Oral Cavity and Pharynx|2006
5-9|0.1|0.2|0.2|30|Incidence|19544688|Oral Cavity and Pharynx|2006
5-9|~|~|~|~|Mortality|9555173|Ovary|2006
5-9|0.2|0.4|0.3|25|Incidence|9555173|Ovary|2006
5-9|~|~|~|~|Mortality|19544688|Pancreas|2006
5-9|~|~|~|~|Incidence|19544688|Pancreas|2006
5-9|~|~|~|~|Mortality|9989515|Prostate|2006
5-9|~|~|~|~|Incidence|9989515|Prostate|2006
5-9|~|~|~|~|Mortality|19544688|Stomach|2006
5-9|~|~|~|~|Incidence|19544688|Stomach|2006
5-9|~|~|~|~|Mortality|9989515|Testis|2006
5-9|~|~|~|~|Incidence|9989515|Testis|2006
5-9|~|~|~|~|Mortality|19544688|Thyroid|2006
5-9|0.1|0.2|0.2|30|Incidence|19544688|Thyroid|2006
5-9|~|~|~|~|Mortality|19544688|Urinary Bladder|2006
5-9|~|~|~|~|Incidence|19544688|Urinary Bladder|2006
<1|1.5|2.4|1.9|76|Mortality|4041738|All Cancer Sites Combined|2006
<1|24.7|27.9|26.3|1063|Incidence|4041738|All Cancer Sites Combined|2006
<1|0.2|0.6|0.4|16|Mortality|4041738|Brain and Other Nervous System|2006
<1|3.3|4.5|3.8|155|Incidence|4041738|Brain and Other Nervous System|2006
<1|~|~|~|~|Mortality|1975919|Cervix|2006
<1|~|~|~|~|Incidence|1975919|Cervix|2006
<1|~|~|~|~|Mortality|4041738|Colon and Rectum|2006
<1|~|~|~|~|Incidence|4041738|Colon and Rectum|2006
<1|~|~|~|~|Mortality|1975919|Corpus and Uterus, NOS|2006
<1|~|~|~|~|Incidence|1975919|Corpus and Uterus, NOS|2006
<1|~|~|~|~|Mortality|4041738|Esophagus|2006
<1|~|~|~|~|Incidence|4041738|Esophagus|2006
<1|~|~|~|~|Mortality|1975919|Female Breast|2006
<1|~|~|~|~|Incidence|1975919|Female Breast|2006
<1|~|~|~|~|Incidence|1975919|Female Breast, <i>in situ</i>|2006
<1|~|~|~|~|Mortality|4041738|Hodgkin Lymphoma|2006
<1|~|~|~|~|Incidence|4041738|Hodgkin Lymphoma|2006
<1|.|.|.|.|Mortality|4041738|Kaposi Sarcoma|2006
<1|~|~|~|~|Incidence|4041738|Kaposi Sarcoma|2006
<1|~|~|~|~|Mortality|4041738|Kidney and Renal Pelvis|2006
<1|1.3|2.1|1.7|68|Incidence|4041738|Kidney and Renal Pelvis|2006
<1|~|~|~|~|Mortality|4041738|Larynx|2006
<1|~|~|~|~|Incidence|4041738|Larynx|2006
<1|0.5|1.1|0.8|31|Mortality|4041738|Leukemias|2006
<1|4.2|5.6|4.8|195|Incidence|4041738|Leukemias|2006
<1|~|~|~|~|Mortality|4041738|Liver and Intrahepatic Bile Duct|2006
<1|1.2|2.0|1.6|64|Incidence|4041738|Liver and Intrahepatic Bile Duct|2006
<1|~|~|~|~|Mortality|4041738|Lung and Bronchus|2006
<1|~|~|~|~|Incidence|4041738|Lung and Bronchus|2006
<1|~|~|~|~|Mortality|1975919|Male and Female Breast|2006
<1|~|~|~|~|Incidence|1975919|Male and Female Breast|2006
<1|~|~|~|~|Incidence|1975919|Male and Female Breast, <i>in situ</i>|2006
<1|~|~|~|~|Mortality|4041738|Melanomas of the Skin|2006
<1|~|~|~|~|Incidence|4041738|Melanomas of the Skin|2006
<1|~|~|~|~|Mortality|4041738|Mesothelioma|2006
<1|~|~|~|~|Incidence|4041738|Mesothelioma|2006
<1|~|~|~|~|Mortality|4041738|Myeloma|2006
<1|~|~|~|~|Incidence|4041738|Myeloma|2006
<1|~|~|~|~|Mortality|4041738|Non-Hodgkin Lymphoma|2006
<1|~|~|~|~|Incidence|4041738|Non-Hodgkin Lymphoma|2006
<1|~|~|~|~|Mortality|4041738|Oral Cavity and Pharynx|2006
<1|~|~|~|~|Incidence|4041738|Oral Cavity and Pharynx|2006
<1|~|~|~|~|Mortality|1975919|Ovary|2006
<1|~|~|~|~|Incidence|1975919|Ovary|2006
<1|~|~|~|~|Mortality|4041738|Pancreas|2006
<1|~|~|~|~|Incidence|4041738|Pancreas|2006
<1|~|~|~|~|Mortality|2065819|Prostate|2006
<1|~|~|~|~|Incidence|2065819|Prostate|2006
<1|~|~|~|~|Mortality|4041738|Stomach|2006
<1|~|~|~|~|Incidence|4041738|Stomach|2006
<1|~|~|~|~|Mortality|2065819|Testis|2006
<1|~|~|~|~|Incidence|2065819|Testis|2006
<1|~|~|~|~|Mortality|4041738|Thyroid|2006
<1|~|~|~|~|Incidence|4041738|Thyroid|2006
<1|~|~|~|~|Mortality|4041738|Urinary Bladder|2006
<1|~|~|~|~|Incidence|4041738|Urinary Bladder|2006
1-4|2.1|2.5|2.3|364|Mortality|15977965|All Cancer Sites Combined|2007
1-4|21.9|23.4|22.6|3618|Incidence|15977965|All Cancer Sites Combined|2007
1-4|0.6|0.8|0.7|109|Mortality|15977965|Brain and Other Nervous System|2007
1-4|4.3|5.0|4.6|738|Incidence|15977965|Brain and Other Nervous System|2007
1-4|~|~|~|~|Mortality|7813088|Cervix|2007
1-4|~|~|~|~|Incidence|7813088|Cervix|2007
1-4|~|~|~|~|Mortality|15977965|Colon and Rectum|2007
1-4|~|~|~|~|Incidence|15977965|Colon and Rectum|2007
1-4|~|~|~|~|Mortality|7813088|Corpus and Uterus, NOS|2007
1-4|~|~|~|~|Incidence|7813088|Corpus and Uterus, NOS|2007
1-4|~|~|~|~|Mortality|15977965|Esophagus|2007
1-4|~|~|~|~|Incidence|15977965|Esophagus|2007
1-4|~|~|~|~|Mortality|7813088|Female Breast|2007
1-4|~|~|~|~|Incidence|7813088|Female Breast|2007
1-4|~|~|~|~|Incidence|7813088|Female Breast, <i>in situ</i>|2007
1-4|~|~|~|~|Mortality|15977965|Hodgkin Lymphoma|2007
1-4|~|~|~|~|Incidence|15977965|Hodgkin Lymphoma|2007
1-4|.|.|.|.|Mortality|15977965|Kaposi Sarcoma|2007
1-4|~|~|~|~|Incidence|15977965|Kaposi Sarcoma|2007
1-4|~|~|~|~|Mortality|15977965|Kidney and Renal Pelvis|2007
1-4|1.8|2.2|2.0|314|Incidence|15977965|Kidney and Renal Pelvis|2007
1-4|~|~|~|~|Mortality|15977965|Larynx|2007
1-4|~|~|~|~|Incidence|15977965|Larynx|2007
1-4|0.5|0.8|0.7|106|Mortality|15977965|Leukemias|2007
1-4|8.8|9.8|9.3|1486|Incidence|15977965|Leukemias|2007
1-4|0.1|0.2|0.1|19|Mortality|15977965|Liver and Intrahepatic Bile Duct|2007
1-4|0.5|0.7|0.6|92|Incidence|15977965|Liver and Intrahepatic Bile Duct|2007
1-4|~|~|~|~|Mortality|15977965|Lung and Bronchus|2007
1-4|~|~|~|~|Incidence|15977965|Lung and Bronchus|2007
1-4|~|~|~|~|Mortality|7813088|Male and Female Breast|2007
1-4|~|~|~|~|Incidence|7813088|Male and Female Breast|2007
1-4|~|~|~|~|Incidence|7813088|Male and Female Breast, <i>in situ</i>|2007
1-4|~|~|~|~|Mortality|15977965|Melanomas of the Skin|2007
1-4|~|~|~|~|Incidence|15977965|Melanomas of the Skin|2007
1-4|~|~|~|~|Mortality|15977965|Mesothelioma|2007
1-4|~|~|~|~|Incidence|15977965|Mesothelioma|2007
1-4|~|~|~|~|Mortality|15977965|Myeloma|2007
1-4|~|~|~|~|Incidence|15977965|Myeloma|2007
1-4|~|~|~|~|Mortality|15977965|Non-Hodgkin Lymphoma|2007
1-4|0.5|0.7|0.6|93|Incidence|15977965|Non-Hodgkin Lymphoma|2007
1-4|~|~|~|~|Mortality|15977965|Oral Cavity and Pharynx|2007
1-4|~|~|~|~|Incidence|15977965|Oral Cavity and Pharynx|2007
